游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
无限战争,"免费,卡牌战斗,牌组构建,交易卡牌,卡牌游戏,策略,大型多人在线,独立,多人,战术,奇幻,回合制,动作,抢先体验,冒险,角色扮演,单人",Lightmare Studios,"Lightmare Studios,Yodo1 Games",Free to Play,PC,大型多人在线,是,"1,604"
羊驼快跑,"独立,休闲,奔跑,可爱,困难,动漫",Synnergy Circle Games,Synnergy Circle Games,6,PC,单人,否,"1,603"
Rest House,"冒险,解谜,恐怖,抢先体验,心理恐怖,黑暗奇幻,心理,独立,自选历险体验,黑色喜剧,喜剧,动作冒险",studio Don Quixote,"studio Don Quixote,Minotaur production",21,PC,单人,否,"1,603"
超酷指挥官2,"动作,独立,平台游戏,二维,本地多人,怀旧,欢乐",Orlyapps,Orlyapps,15,PC,本地多人,否,"1,602"
March of Empires,"免费,策略,大型多人在线,角色扮演,中世纪,多人",Gameloft,Gameloft,免费开玩,PC,大型多人在线,是,"1,602"
又到春天,"休闲,独立,阖家,教育,可爱,短片",Baba Yaga Games,Sometimes You,6,PC,单人,否,"1,602"
异种航员,"回合战略,策略,科幻,回合制,外星人,回合制战术,单人,独立,战术,回合制战斗,等角,基地建设,模拟,Kickstarter,冷战,重制,二维,角色扮演,大师级,氛围",Goldhawk Interactive,Goldhawk Interactive,100,PC,单人,否,"1,601"
宝石争霸：暗影追击,"塔防,策略,独立,单人,动作,纵轴,奇幻,战术,二维,困难,经典,好评原声音轨",Game in a Bottle,Armor Games Studios,36,PC,单人,否,"1,601"
Madness Cubed,"动作,冒险,独立,大型多人在线,模拟,射击,多人,僵尸,建造,第一人称射击,恐怖,第一人称视角,体素","epic dreams,diman production,nobodyshot",diman production,11,PC,大型多人在线,否,"1,601"
大力神的十二道考验3：女人之力,"休闲,策略,时间管理,单人,神话,解谜,资源管理,女性主角,二维","Jetdogs Studios,Zoom Out Games",Jetdogs Studios,15,PC,单人,否,"1,601"
Survival Driver,"独立,休闲,竞速","Tero Lunkka,Mikko Seppälä",Tero Lunkka,11,PC,单人,否,"1,601"
英雄传说：闪之轨迹,"日系角色扮演,动漫,角色扮演,剧情丰富,好评原声音轨,回合制,单人,回合制战斗,冒险,奇幻,可爱,爱情,迷宫探索,恋爱模拟,欢乐,大师级,动作",Nihon Falcom,"XSEED Games,Marvelous USA, Inc.",112,PC,单人,否,"1,601"
Batla,"免费,第一人称射击,多人,机器人,射击,动作,心理恐怖,成人,第一人称视角,血腥,暴力,恐怖,欢乐,快节奏,剧情丰富,犯罪,生存,氛围,大师级,冒险",[geim].pro,Abyss Lights Studio LLP,免费游玩,PC,多人,否,"1,601"
"1,000 Heads Among the Trees","独立,恐怖,冒险",Aaron Oldenburg,KISS ltd,22,PC,单人,否,"1,600"
嗜血印,"裸露,色情内容,动作,女性主角,角色扮演,类魂系列,砍杀,暴力,武术,动作类 Rogue,血腥,抢先体验,冒险,轻度 Rogue,独立,成人,开放世界,单人,动漫,类Rogue",艺龙游戏,艺龙游戏,58,PC,单人,是,"1,600"
Out of the Park Baseball 21,"模拟,体育,策略,独立,管理,棒球",Out of the Park Developments,Out of the Park Developments,116,PC,单人,否,"1,600"
Malavision: The Origin,"独立,冒险,血腥,暴力,第一人称视角,生存恐怖,恐怖","Waraní Studios,Ismael Pozzo,Eduardo Benitez",Ismael Pozzo,3,PC,单人,否,"1,598"
枪炮世界：武器拆解,"免费,模拟,自制枪械,射击,教育,单人,解谜,第一人称射击,军事,拟真,动作,独立,多人,历史,第一人称视角,休闲,沙盒,美国,大师级,欢乐",Noble Empire Corp.,Noble Empire Corp.,Free to Play,PC,单人,是,"1,597"
一起开火车！,"独立,休闲,动作,本地合作,多人,合作,在线合作,火车,抢先体验,欢乐,本地多人,阖家,体素,程序生成,4人本地,等角,竞技,生存,可爱,控制器",Indoor Astronaut,"Daedalic Entertainment,bilibili(China)",48,PC,本地合作,是,"1,597"
The Haunting of Billy Classic,"独立,动作,冒险,休闲,恐怖",Targon Studios,Targon Studios,15,PC,单人,否,"1,596"
旗帜的传说：阵营,"免费,策略,独立,角色扮演,回合战略,回合制,战术,奇幻,多人,二维",Stoic,Versus Evil,Free to Play,PC,多人,否,"1,596"
州长扑克3,"免费,休闲,卡牌游戏,大型多人在线,模拟,赌博,多人,策略","Azerion,YoudaGames","Azerion,Youda Games Holding B.V.",Free to Play,PC,大型多人在线,是,"1,595"
Fields XY,"独立,平台游戏,解谜,二维,关卡编辑,平台解谜,像素图形","Liam Hughes,Ryan Cooper","Liam Hughes,Ryan Cooper",18,PC,单人,否,"1,594"
SkyTime,"独立,休闲,动作","Alexey Khazov,Cristian Ionescu,Lars van Dorenvanck,Brandon van Doorn,Joran Vergoessen,Admir Leka",Sometimes You,6,PC,单人,否,"1,594"
生存区,"生存,独立,冒险,动作,开放世界,抢先体验,步行模拟,第一人称射击,多人",DistrictTeam,DistrictTeam,6,PC,多人,否,"1,593"
ASSASSINATION BOX,"动作,独立,自制枪械,竞技,极简主义,角色定制",VitaliZelenyuk,VitaliZelenyuk,25,PC,单人,否,"1,593"
Territory Idle,"免费,懒人游戏,轻游戏,策略,独立,单人,抢先体验,像素图形,怀旧",Aleksandr Golovkin,Aleksandr Golovkin,免费开玩,PC,单人,否,"1,592"
Holodrive,"免费,独立,多人,抢先体验,动作,二维,射击,平台游戏,角色定制",BitCake Studio,Versus Evil,免费游玩,PC,多人,否,"1,592"
武器店物语,"模拟,角色扮演,休闲,独立,冒险,像素图形,管理,二维,制作,轻游戏",Digdog Studio,INDIECN,28,PC,单人,是,"1,591"
深渊秘境,"策略,动作,冒险,独立,塔防",DarkStar Games,DarkStar Games,21,PC,单人,是,"1,587"
SweatShop,"休闲,独立,策略,轻游戏",DUCK,Sometimes You,6,PC,单人,否,"1,587"
狙击手：幽灵战士,"动作,狙击手,第一人称射击,多人,单人,潜行,射击,第一人称视角,子弹时间,冒险,军事,大师级,模拟",City Interactive,CI Games,32,PC,多人,否,"1,586"
勇敢之旅,"隐藏物体,冒险,休闲,独立,指向 &amp; 点击,女性主角,解谜",SDP Games,KISS ltd,36,PC,单人,是,"1,586"
奥德修斯和他的探索机器人：第一章,"独立,科幻,二维,太空,指向 &amp; 点击,冒险,像素图形,怀旧,氛围,机器人,科学,剧集,单人,解谜,未来,欢乐,剧情丰富,喜剧,仅鼠标,好评原声音轨",Pavel Kostin,HeroCraft,88,PC,单人,否,"1,585"
糟糕的生日,"冒险,独立,恐怖,心理恐怖,僵尸,动作,潜行",Strong Cube,Strong Cube,,PC,单人,是,"1,585"
Mobile Empire,"策略,模拟,休闲,独立",Shanghai huan zhen Info Tech Ltd,X.D. Network Inc.,38,PC,单人,是,"1,584"
劲爆美国棒球18,"体育,棒球,模拟,策略,独立,管理",Out of the Park Developments,Out of the Park Developments,70,PC,单人,否,"1,584"
挂机吧！勇者,"休闲,独立,冒险,策略,角色扮演,模拟,像素图形,轻游戏",OnigiriStudio,OnigiriStudio,35,PC,单人,是,"1,582"
Linked,"独立,休闲,二维,解谜,放松,单人",ThinkOfGames,ThinkOfGames,15,PC,单人,否,"1,582"
DeoVR Video Player,"实用工具,视频制作,虚拟现实,360 视频",InfoMediji LTD,VRFavs d.o.o.,免费,PC,其他,否,"1,581"
Civil War: Battle of Petersburg,"策略,战争游戏,美国,战争,六角格棋盘,本地合作,历史,回合制,回合制战斗",Cult Software,Cult Software,6,PC,本地合作,否,"1,581"
Mashinky,"火车,策略,模拟,管理,抢先体验,独立,建造,经济,多人,单人",Jan Zelený,Jan Zelený,78,PC,多人,否,"1,580"
峡谷跳跃,"独立,休闲,动作,平台游戏,怀旧,街机,二维",CrazyMoo Games,KISS ltd,28,PC,单人,否,"1,580"
动物竞争者,"休闲,动作,独立,4人本地,本地多人,欢乐,单人,合作战役,怀旧,困难,竞速,合作,好评原声音轨,街机",Blue Sunset Games,Blue Sunset Games,28,PC,本地多人,否,"1,580"
保卫地平线,"动作,独立,街机,清版射击,弹幕射击",Flump Studios,Funbox Media Ltd,Horizon Shift Demo,PC,单人,否,"1,577"
hack_me,"模拟,黑客,独立,抢先体验","Egor Magurin,Eugene Radaev",Indovers Studio,18,PC,单人,否,"1,575"
红色湖泊,"独立,动作,冒险,恐怖,第一人称射击,射击,好评原声音轨,第一人称视角,心理恐怖,剧情丰富,阖家,生存,氛围,抢先体验,开放世界,生存恐怖,休闲,困难,血腥,僵尸",Talentplace,KishMish Games,6,PC,单人,否,"1,575"
卡德里亚道具屋,"免费,休闲,模拟,角色扮演,独立,制作,动漫",Orange Cat Studio,BEST KIRIN GLOBAL LIMITED,免费,PC,单人,是,"1,574"
Green Elephant 2D,"抢先体验,动作,独立,冒险,暴力,网红,二维,平台游戏,心理恐怖,剧情丰富,困难,氛围,好评原声音轨",4Fufelz,4Fufelz,11,PC,单人,否,"1,573"
Slipstream 5000,"竞速,体育,动作,怀旧,90 年代,经典","Gremlin Interactive,The Software Refinery",Funbox Media Ltd,15,PC,单人,否,"1,573"
Trolley Gold,"休闲,独立",Mantis Games,Displacement Studios,11,PC,单人,否,"1,571"
X-17,"抢先体验,裸露,独立,动作,网红,心理恐怖",Panzer Gaming Studios,Panzer Gaming Studios,50,PC,单人,否,"1,566"
Legend of Keepers,"策略,角色扮演,独立,轻度 Rogue,类Rogue,回合制战斗,迷宫探索,回合制,二维,回合制战术,黑暗奇幻,抢先体验,奇幻,单人,重玩价值,困难,洛夫克拉夫特式,恶人主角",Goblinz Studio,Goblinz Studio,69,PC,单人,是,"1,565"
城堡故事,"殖民模拟,策略,建造,沙盒,开放世界生存制作,独立,生存,多人,单人,开放世界,制作,塔防,抢先体验,合作,Kickstarter,体素,即时战略,模拟,冒险,休闲",Sauropod Studio,Sauropod Studio,78,PC,多人,否,"1,565"
POBEDA,"独立,休闲,动作","RCG,MyST",RCG,6,PC,单人,否,"1,563"
杰克盒子的派对游戏包5,"休闲,本地多人,益智问答,喜剧,欢乐,多人,策略,桌游,4人本地","Jackbox Games, Inc.","Jackbox Games, Inc.",90,PC,本地多人,否,"1,563"
Kabitis,"休闲,独立,冒险,平台游戏,街机,二维,动作,怀旧,欢乐,动作冒险,单人,像素图形,平台解谜,风格化,氛围,解谜,经典",André Bertaglia,André Bertaglia,15,PC,单人,否,"1,562"
Pixel Survivors,"模拟,策略,休闲,独立,僵尸,资源管理,管理,单人,卡通化,战争,奇幻,海盗,中世纪,像素图形",Patagoniart,Patagoniart,Pixel Survivors Demo,PC,单人,否,"1,562"
Fluffy Creatures VS The World,"独立,动作,休闲,冒险,平台游戏",Amaterasu Software,Amaterasu Software,6,PC,单人,否,"1,561"
Aseprite,"像素图形,设计与插画,动画制作和建模,游戏开发,软件",David Capello,Igara Studio,48,PC,其他,否,"1,561"
钢铁时代：再袭,"策略,动作,独立,休闲,塔防",Quaint Emerald,Quaint Emerald,28,PC,单人,否,"1,561"
涂鸦空间,"休闲,独立,动作,冒险,策略",NodziGames,NodziGames,6,PC,单人,是,"1,559"
找出,"独立,冒险,动作,休闲,模拟",Vorobiov Vadym,Bitlock Studio,6,PC,单人,否,"1,557"
强制,"动作,本地合作,合作,角色扮演,独立,在线合作,解谜,4人本地,多人,奇幻,砍杀,冒险,本地多人,困难,纵轴,控制器,PvE,Kickstarter,单人,众筹",BetaDwarf,BetaDwarf,48,PC,本地合作,否,"1,557"
自由民：游击战争,"动作,策略,射击,角色扮演,第一人称射击,第一人称视角,开放世界,独立,沙盒,单人,战术,拟真,战争,军事,抢先体验,即时战略,成人,即时,暴力,模拟",KK Game Studios,KK Softworks,80,PC,单人,是,"1,557"
ABO MANDO,"动作,独立,冒险,平台游戏",UNDEAD,"Andrés Calva,Luis Calva",6,PC,单人,否,"1,556"
女巫布莱尔,"冒险,独立,心理恐怖,恐怖,暴力,第一人称视角,狗,步行模拟,氛围,黑暗,剧情丰富,推理调查,生存,过场动画,成人,单人,生存恐怖,合作,多人",Bloober Team,Bloober Team NA,90,PC,单人,是,"1,556"
无敌9号,"动作,平台游戏,动漫,横向滚屏,Kickstarter,伪3D,怀旧,机器人,多人,单人,独立,合作,休闲,困难,科幻,喜剧,二维,好评原声音轨,阖家,女性主角","Comcept,Inti Creates",Deep Silver,68,PC,多人,否,"1,556"
SteamVR Performance Test,"虚拟现实,标杆测试,软件,实用工具,免费",Valve,Valve,免费,PC,其他,是,"1,555"
VA-11 Hall-A: 赛博朋克酒保行动,"赛博朋克,生活模拟,视觉小说,好评原声音轨,女性主角,剧情丰富,像素图形,动漫,独立,氛围,单人,反乌托邦,科幻,模拟,可爱,欢乐,网红,选择取向,休闲,冒险",Sukeban Games,"Ysbryd Games,AGM PLAYISM",48,PC,单人,是,"1,554"
RX squad,"动作,冒险,独立,休闲",YFYX games,YFYX games,11,PC,单人,否,"1,553"
扭转,"动作,冒险,独立,休闲,角色扮演",Quiquopro Games,Quiquopro Games,6,PC,单人,否,"1,552"
国王的恩赐：罗马军团,"免费,策略,角色扮演,冒险,回合制,大型多人在线,回合战略,独立,奇幻",Nival,Nival,Free To Play,PC,大型多人在线,否,"1,552"
魔能2,"魔法,合作,冒险,喜剧,多人,动作,欢乐,在线合作,氛围,团队导向,本地合作,角色扮演,玩家对战,开放世界,奇幻,本地多人,网红,大师级,血腥,单人",Pieces Interactive,Paradox Interactive,48,PC,合作,否,"1,552"
废墟国度,"角色扮演,冒险,殖民模拟,独立,动作,策略,像素图形,模拟,基地建设,二维,横向滚屏,单人,城市营造,平台游戏,奇幻,建造",Vox Games,Poysky Productions,49,PC,单人,否,"1,551"
OVRdrop,"实用工具,虚拟现实",Nicholas Ewalt,Nicholas Ewalt,41,PC,其他,否,"1,551"
Last Epoch,"角色扮演,动作,冒险,独立,砍杀,动作角色扮演,抢先体验,暴力,血腥,寻宝,等角",Eleventh Hour Games,Eleventh Hour Games,103,PC,单人,否,"1,548"
钢铁雄心3,"大战略,二战,策略,历史,模拟,即时含暂停,军事,战争,沙盒,多人,困难,单人,即时战略,战争游戏,好评原声音轨,大师级,架空",Paradox Development Studio,Paradox Interactive,36,PC,多人,否,"1,548"
365 Days,"动作,冒险,独立,角色扮演,模拟,生存",Mugle Studio,Mugle Studio,36,PC,单人,否,"1,548"
Navy Field 2 : Conqueror of the Ocean,"免费,海军,策略,大型多人在线,动作,模拟,多人,二战,角色扮演,海战,单人,在线合作",SDEnterNet,SDEnterNet,,PC,大型多人在线,否,"1,548"
Project of the Developer,"动作,独立,第一人称射击,外星人,限时,僵尸,射击,困难",AL-GAME,AL-GAME,6,PC,单人,否,"1,547"
Zzzz-Zzzz-Zzzz,"休闲,独立,冒险,平台游戏,氛围,像素图形",SaintHeiser,Half-Face Games,24,PC,单人,否,"1,546"
Curse of the Dead Gods,"动作,冒险,轻度 Rogue,困难,抢先体验,类Rogue,黑暗奇幻,砍杀",Passtech Games,Focus Home Interactive,58,PC,单人,是,"1,545"
Nuclear Contingency,"动作,冒险,独立,潜行",Amaterasu Software,Amaterasu Software,6,PC,单人,否,"1,545"
Idle Wizard,"懒人游戏,免费,休闲,轻游戏,角色扮演",TwoWizards,TwoWizards,免费开玩,PC,单人,否,"1,544"
萤火虫,"冒险,独立,恐怖,解谜",Phanom Games,Phanom Games,11,PC,单人,否,"1,543"
不存在,"动作,冒险,独立,角色扮演,类银河战士恶魔城,二维,像素图形,平台游戏,怀旧",Jonathan BRASSAUD,Jonathan BRASSAUD,25,PC,单人,否,"1,542"
柯基犬术士,"独立,动作,冒险,平台游戏,本地合作,二维,横向滚屏,4人本地,本地多人,喜剧,魔法,可爱,奇幻,狗,欢乐",Xander's Corgi Arcade,Xander's Corgi Arcade,11,PC,本地合作,否,"1,541"
Z.I.O.N.,"动作,冒险,第一人称射击",VGstudio,VGstudio,3,PC,单人,否,"1,540"
我不是怪物,"策略,回合制战术,战术,回合制,怀旧,多人,独立,科幻,外星人,等角,在线合作,玩家对战,太空,合作,氛围,单人,回合战略,彩色,80 年代,回合制战斗",Cheerdealers,Alawar Premium,39,PC,多人,是,"1,540"
烹调，上菜，美味！,"模拟,独立,管理,休闲,打字,动作,困难,单人,快节奏,策略,街机,欲罢不能,本地合作,喜剧,游戏制作,时间管理,欢乐,合作,本地多人,二维",Vertigo Gaming Inc.,Vertigo Gaming Inc.,36,PC,单人,否,"1,538"
进军,"虚拟现实,模拟,动作,多人,军事,策略,射击,抢先体验,第一人称射击,独立,拟真,战争,第一人称视角,战术,暴力",Downpour Interactive,Downpour Interactive,78,PC,多人,否,"1,537"
Coloring Pixels,"免费,像素图形,放松,休闲,单人,独立,彩色,阖家,二维,欲罢不能,解谜",ToastieLabs,ToastieLabs,免费,PC,单人,否,"1,535"
King's Guard TD,"休闲,独立,策略,塔防,卡通化,卡通",FreezeNova,FreezeNova,15,PC,单人,否,"1,535"
侍道4,"剑术,角色定制,动作,多结局,选择取向,开放世界,角色扮演,冒险,单人,沙盒,砍杀,动作角色扮演,第三人称视角,日系角色扮演,历史,重玩价值,动漫,欢乐,喜剧,女性主角",ACQUIRE Corp.,Ghostlight LTD,62,PC,单人,否,"1,534"
Let's Draw,"休闲,独立,阖家,单人",Indie Game Group,Indie Game Group,11,PC,单人,否,"1,533"
塔楼,"迷你高尔夫,休闲,多人,抢先体验,大型多人在线,角色定制,开放世界,独立,欢乐,沙盒,好评原声音轨,冒险,动作,第一人称射击,网红,僵尸,第三人称视角,模拟,竞速,角色扮演",PixelTail Games,PixelTail Games,48,PC,多人,否,"1,532"
变量 Variables,"策略,独立,休闲,塔防,轻度 Rogue,类Rogue",Asteroid Game Studio,Asteroid Game Studio,38,PC,单人,是,"1,531"
龙城之王,"策略,角色扮演,奇幻,剧情丰富,氛围,神话,自选历险体验,困难,非主流经典,互动小说,经典,冒险,怀旧,重制,中世纪,桌游,80 年代,90 年代,选择取向","A Sharp, LLC",HeroCraft,40,PC,单人,否,"1,531"
Incoming Forces,"动作,科幻,射击,经典,第一人称视角,第一人称射击",Rage Software,Funbox Media Ltd,15,PC,单人,否,"1,530"
Winexy,"休闲,独立,冒险,解谜,模拟,困难,抽象,重玩价值,第三人称视角,单人,街机,物理,阖家,氛围,超现实,好评原声音轨,奇幻",Heaven Brotherhood,GrabTheGames,5,PC,单人,否,"1,529"
桌面地下城,"类Rogue,策略,独立,回合制,解谜,角色扮演,单人,奇幻,休闲,困难,资源管理,好评原声音轨,冒险,轻度 Rogue,喜剧,二维,传统类 Rogue,欲罢不能,纵轴,迷宫探索",QCF Design,QCF Design,48,PC,单人,是,"1,528"
改变世界,"独立,平台游戏,困难,二维,平台解谜",Giorgi Abelashvili,Giorgi Abelashvili,11,PC,单人,否,"1,527"
砖厂Brick Rigs,"沙盒,乐高,建造,毁灭,多人,开放世界,物理,驾驶,模拟,抢先体验,欢乐,竞速,阖家,动作,第一人称视角,单人,僵尸,第一人称射击,自制枪械,飞行",Lukas Rustemeyer,Lukas Rustemeyer,48,PC,多人,否,"1,524"
砖厂Brick Rigs,"沙盒,乐高,建造,毁灭,多人,开放世界,物理,驾驶,模拟,抢先体验,欢乐,竞速,阖家,动作,第一人称视角,单人,僵尸,第一人称射击,自制枪械,飞行",Lukas Rustemeyer,Lukas Rustemeyer,48,PC,多人,否,"1,524"
